city_name,store_name,store_type,store_address,zip_code,latitude,longitude,store_phone_number,state
Bristol,16600 Highlands Center Blvd.,Pizza Hut Express,"16600 Highlands Center Blvd. Bristol, VA 24202 US",24202,36.65631,-82.212219,Not available,Virginia
Bristol,170 Gate City Hwy,Pizza Hut,"170 Gate City Hwy Bristol, VA 24201 US",24201,36.610715,-82.17005,(423) 968-2988,Virginia
Bennington,207 Northside Drive,Pizza Hut,"207 Northside Drive Bennington, VT 05201 US",5201,42.869211,-73.128516,(802) 447-7980,Vermont
Berlin,1490 US Rt 302,Pizza Hut,"1490 US Rt 302 Berlin, VT 05641 US",5641,44.188842,-72.472172,(802) 479-1031,Vermont
Rutland,157 Woodstock Ave,Pizza Hut,"157 Woodstock Ave Rutland, VT 05701 US",5701,43.624577,-72.910204,(802) 773-6008,Vermont
Saint Albans,211 Swanton Rd,Pizza Hut,"211 Swanton Rd Highgate Commons Shop Center Saint Albans, VT 05478 US",5478,44.808422,-73.082507,(802) 524-7409,Vermont
Saint Johnsbury,1009 Memorial Dr,Pizza Hut,"1009 Memorial Dr Saint Johnsbury, VT 05819 US",5819,44.404737,-71.983075,(802) 748-5322,Vermont
South Burlington,225 Dorset Street,Pizza Hut,"225 Dorset Street South Burlington, VT 05403 US",5403,44.444866,-73.173468,Not available,Vermont
Airway Heights,11820 W Sunset Hwy,Pizza Hut,"11820 W Sunset Hwy Airway Heights, WA 99001 US",99001,47.63649,-117.586305,(509) 244-4300,Washington
Auburn,1243 Auburn Way S,Pizza Hut,"1243 Auburn Way S Auburn, WA 98002 US",98002,47.308286,-122.216812,(253) 939-4099,Washington
Battle Ground,2404 W. Main St.,Pizza Hut,"2404 W. Main St. Suite 101 Battle Ground, WA 98604 US",98604,45.805747,-122.510777,(360) 666-9293,Washington
Bellevue,15600 NE 8th St,Pizza Hut,"15600 NE 8th St Ste A6 Bellevue, WA 98008 US",98008,47.605797,-122.099118,Not available,Washington
Bellingham,1251 Lincoln St,Pizza Hut,"1251 Lincoln St Ste 106 Bellingham, WA 98229 US",98229,48.696127,-122.413538,(360) 733-5660,Washington
Bellingham,4285 Meridian St,Pizza Hut,"4285 Meridian St Ste 102 Bellingham, WA 98226 US",98226,48.798606,-122.445693,(360) 684-1894,Washington
Bonney Lake,19940 S Prairie Rd,Pizza Hut,"19940 S Prairie Rd Bonney Lake, WA 98390 US",98390,47.209523,-122.227504,(253) 863-7300,Washington
Bothell,20806 Bothell-Everett Hwy,Pizza Hut,"20806 Bothell-Everett Hwy Suite 106 Bothell, WA 98021 US",98021,47.79253,-122.208207,(425) 806-8700,Washington
Bremerton,2119 6th St,Pizza Hut,"2119 6th St Bremerton, WA 98312 US",98312,47.573702,-122.786447,(360) 373-7600,Washington
Bremerton,5060 State Route 303 NE,Pizza Hut,"5060 State Route 303 NE Suite 130 Bremerton, WA 98311 US",98311,47.631197,-122.631017,(360) 373-8600,Washington
Burlington,199 Cascade Mall Drive,Pizza Hut Express,"199 Cascade Mall Drive Burlington, WA 98233 US",98233,48.500911,-122.345655,Not available,Washington
Centralia,705 Harrison Ave,Pizza Hut,"705 Harrison Ave Centralia, WA 98531 US",98531,46.730437,-122.902774,(360) 736-1144,Washington
Deer Park,11 East H Street,Pizza Hut,"11 East H Street Deer Park, WA 99006 US",99006,47.984122,-117.502192,(509) 276-6620,Washington
Dupont,1175 Center Dr,Pizza Hut,"1175 Center Dr Ste 160 Dupont, WA 98327 US",98327,47.103909,-122.665131,(253) 582-8000,Washington
East Wenatchee,720 Grant Rd,Pizza Hut,"720 Grant Rd East Wenatchee, WA 98802 US",98802,47.48609,-120.180328,(509) 884-5678,Washington
Edgewood,719 Meridian St East,Pizza Hut,"719 Meridian St East Edgewood, WA 98371 US",98371,47.199448,-122.323541,(253) 925-1200,Washington
Edmonds,23830 Highway 99,Pizza Hut,"23830 Highway 99 Ste 118 Edmonds, WA 98026 US",98026,47.840735,-122.33266,(425) 776-8700,Washington
Ellensburg,730 E University Way,Pizza Hut,"730 E University Way Ellensburg, WA 98926 US",98926,47.014195,-120.458691,(509) 925-7888,Washington
Enumclaw,421 Roosevelt Ave,Pizza Hut,"421 Roosevelt Ave Enumclaw, WA 98022 US",98022,47.216372,-121.912906,(360) 825-6559,Washington
Ephrata,1115 Basin St. SW,Pizza Hut,"1115 Basin St. SW Ephrata, WA 98823 US",98823,47.308654,-119.649345,(509) 754-4355,Washington
Abbotsford,801 E Spruce St,Pizza Hut,"801 E Spruce St Pizza Hut #263 Abbotsford, WI 54405 US",54405,44.96753,-90.282268,(715) 223-4045,Wisconsin
Antigo,2104 Neva Rd,Pizza Hut,"2104 Neva Rd Pizza Hut #269 Antigo, WI 54409 US",54409,45.1222,-89.170828,(715) 623-7671,Wisconsin
Appleton,1924 S Oneida St,Pizza Hut,"1924 S Oneida St Pizza Hut #246 Appleton, WI 54915 US",54915,44.243351,-88.355904,(920) 733-6033,Wisconsin
Appleton,2730 N. Meade,Pizza Hut,"2730 N. Meade Pizza Hut #279 Appleton, WI 54911 US",54911,44.281533,-88.381003,(920) 739-5599,Wisconsin
Appleton,3825 E Calumet St,Pizza Hut,"3825 E Calumet St Appleton, WI 54915 US",54915,44.243351,-88.355904,Not available,Wisconsin
Ashwaubenon,1001 Cormier Rd.,Pizza Hut Express,"1001 Cormier Rd. Ashwaubenon, WI 54304 US",54304,44.49279,-88.067301,Not available,Wisconsin
Baraboo,422 W Pine St,Pizza Hut,"422 W Pine St Baraboo, WI 53913 US",53913,43.49284,-89.728705,(608) 356-9500,Wisconsin
Beaver Dam,115 E. Industrial Drive,Pizza Hut,"115 E. Industrial Drive Beaver Dam, WI 53916 US",53916,43.466797,-88.867753,(920) 887-3176,Wisconsin
Bellevue,2015 Lime Kiln Rd,Pizza Hut,"2015 Lime Kiln Rd Suite 120 Bellevue, WI 54311 US",54311,44.480461,-87.892165,(920) 544-9018,Wisconsin
Beloit,2787 Prairie Ave,Pizza Hut,"2787 Prairie Ave Beloit, WI 53511 US",53511,42.553995,-89.094444,(608) 365-5777,Wisconsin
Beloit,802 4th St,Pizza Hut,"802 4th St Beloit, WI 53511 US",53511,42.553995,-89.094444,(608) 365-8900,Wisconsin
Black River Falls,666 Highway 54 E,Pizza Hut,"666 Highway 54 E Black River Falls, WI 54615 US",54615,44.260473,-90.813319,(715) 284-4000,Wisconsin
Brookfield,12725 W. Bluemound Road,Pizza Hut Express,"12725 W. Bluemound Road Brookfield, WI 53005 US",53005,43.062401,-88.098804,Not available,Wisconsin
Burlington,1080 Milwaukee Ave.,Pizza Hut,"1080 Milwaukee Ave. Burlington, WI 53105 US",53105,42.663216,-88.280346,(262) 763-8432,Wisconsin
Chippewa Falls,225 Prairieview Rd,Pizza Hut,"225 Prairieview Rd Chippewa Falls, WI 54729 US",54729,44.945626,-91.392954,(715) 723-9800,Wisconsin
Cottage Grove,536 Southing Grange,Pizza Hut,"536 Southing Grange Cottage Grove, WI 53527 US",53527,43.051357,-89.192257,(608) 839-3939,Wisconsin
Cudahy,6001 S Packard Ave,Pizza Hut,"6001 S Packard Ave Cudahy, WI 53110 US",53110,42.950505,-87.860883,Not available,Wisconsin
De Forest,633 S Main St,Pizza Hut,"633 S Main St De Forest, WI 53532 US",53532,43.250204,-89.326329,(608) 846-8484,Wisconsin
De Pere,400 Reid Street,Pizza Hut,"400 Reid Street Suite M De Pere, WI 54115 US",54115,44.397967,-88.09639,(920) 336-1648,Wisconsin
Delafield,2730 Hillside Dr.,Pizza Hut,"2730 Hillside Dr. Delafield, WI 53018 US",53018,43.048165,-88.390515,(262) 646-2375,Wisconsin
Barboursville,6007 Route 60 East,Pizza Hut,"6007 Route 60 East Suite 230 Barboursville, WV 25504 US",25504,38.376421,-82.270009,(304) 736-1561,West Virginia
Beaver,199 S Beaver Ln,Pizza Hut,"199 S Beaver Ln Beaver, WV 25813 US",25813,37.761846,-81.101871,(304) 252-8063,West Virginia
Beckley,1034 N Eisenhower Dr,Pizza Hut,"1034 N Eisenhower Dr Beckley, WV 25801 US",25801,37.822892,-81.266198,(304) 252-6821,West Virginia
Beckley,1912 Harper Rd,Pizza Hut,"1912 Harper Rd Beckley, WV 25801 US",25801,37.822892,-81.266198,(304) 255-0708,West Virginia
Bridgeport,1023 W Main St,Pizza Hut,"1023 W Main St Bridgeport, WV 26330 US",26330,39.285269,-80.220851,(304) 842-6976,West Virginia
Buckhannon,Box 45 Clarksburg Road,Pizza Hut,"Box 45 Clarksburg Road Buckhannon, WV 26201 US",26201,39.001871,-80.197424,(304) 472-0335,West Virginia
Ceredo,5300 Ceredo Plaza,Pizza Hut,"5300 Ceredo Plaza US Route 60 @ 4th St. Ceredo, WV 25507 US",25507,38.395279,-82.563009,(304) 453-5300,West Virginia
Chapmanville,80 Friendly Neighbor Road,Pizza Hut,"80 Friendly Neighbor Road Chapmanville, WV 25508 US",25508,37.96394,-82.021969,(304) 855-4503,West Virginia
Charles Town,184 Flowing Springs Rd.,Pizza Hut,"184 Flowing Springs Rd. Suite 100 Charles Town, WV 25414 US",25414,39.242415,-77.865749,(304) 728-0018,West Virginia
Charleston,1657 4th Avenue,Pizza Hut,"1657 4th Avenue Charleston, WV 25387 US",25387,0,0,(304) 342-2300,West Virginia
Charleston,5730 MacCorkle Ave SE,Pizza Hut,"5730 MacCorkle Ave SE Charleston, WV 25304 US",25304,38.306056,-81.593194,(304) 925-6604,West Virginia
Charleston,6279 Sissonville Dr,Pizza Hut,"6279 Sissonville Dr Charleston, WV 25312 US",25312,38.448403,-81.659346,(304) 984-9777,West Virginia
Clarksburg,1708 Adams Ave,Pizza Hut,"1708 Adams Ave Clarksburg, WV 26301 US",26301,39.301498,-80.393977,(304) 622-5667,West Virginia
Craigsville,43 Craft Lane,Pizza Hut,"43 Craft Lane Craigsville, WV 26205 US",26205,38.326803,-80.650399,(304) 742-5398,West Virginia
Cross Lanes,5458 Big Tyler Road,Pizza Hut,"5458 Big Tyler Road Cross Lanes, WV 25313 US",25313,38.419303,-81.766456,(304) 776-5918,West Virginia
Danville,1498 Smoot Ave,Pizza Hut,"1498 Smoot Ave Danville, WV 25053 US",25053,38.036736,-81.878922,(304) 369-0263,West Virginia
Elkins,1513 Harrison Ave.,Pizza Hut,"1513 Harrison Ave. Elkins, WV 26241 US",26241,38.932602,-79.788254,(304) 636-2212,West Virginia
Elkview,The Crossing Shopping Center,Pizza Hut,"The Crossing Shopping Center Suite 211 Elkview, WV 25071 US",25071,38.462464,-81.466833,(304) 935-0445,West Virginia
Eskdale,73 West Virginia Turnpike,Pizza Hut,"73 West Virginia Turnpike Eskdale, WV 25075 US",25075,38.060218,-81.405213,Not available,West Virginia
Fairmont,1501 Fairmont Ave.,Pizza Hut,"1501 Fairmont Ave. Fairmont, WV 26554 US",26554,39.465392,-80.109845,(304) 366-5566,West Virginia
Afton,338 Washington,Pizza Hut,"338 Washington Afton, WY 83110 US",83110,42.725902,-110.849219,(307) 886-9224,Wyoming
Buffalo,110 E Hart St,Pizza Hut,"110 E Hart St Hwy 16 E Buffalo, WY 82834 US",82834,44.239738,-106.658714,(307) 684-2596,Wyoming
Casper,1300 S. Poplar,Pizza Hut,"1300 S. Poplar Casper, WY 82601 US",82601,43.05894,-106.439816,(307) 237-8646,Wyoming
Casper,3738 Cy Ave,Pizza Hut,"3738 Cy Ave Casper, WY 82604 US",82604,42.857603,-106.770764,(307) 265-0804,Wyoming
Casper,3741 E 2nd St,Pizza Hut,"3741 E 2nd St Casper, WY 82609 US",82609,42.805201,-106.180846,(307) 577-9112,Wyoming
Cheyenne,1308 S. Greeley Hwy.,Pizza Hut,"1308 S. Greeley Hwy. Cheyenne, WY 82007 US",82007,41.080998,-104.698483,(307) 635-4151,Wyoming
Cheyenne,3901 E. Pershing Blvd.,Pizza Hut,"3901 E. Pershing Blvd. Unit A Cheyenne, WY 82001 US",82001,41.092356,-104.936269,(307) 637-6666,Wyoming
Cheyenne,5320 Yellowstone Rd,Pizza Hut,"5320 Yellowstone Rd Cheyenne, WY 82009 US",82009,41.373553,-104.84281,(307) 634-0854,Wyoming
Cody,736 Yellowstone Ave,Pizza Hut,"736 Yellowstone Ave Cody, WY 82414 US",82414,44.492387,-109.593597,(307) 527-7819,Wyoming
Diamondville,335 Hwy 30/189,Pizza Hut,"335 Hwy 30/189 Diamondville, WY 83116 US",83116,41.769544,-110.533471,(307) 877-1111,Wyoming
Douglas,1830 Richards St,Pizza Hut,"1830 Richards St Douglas, WY 82633 US",82633,43.020861,-105.41068,(307) 358-2224,Wyoming
Evanston,134 Yellow Creek Rd,Pizza Hut,"134 Yellow Creek Rd Evanston, WY 82930 US",82930,41.016132,-110.64493,(307) 789-1372,Wyoming
Gillette,1711 W 2nd St,Pizza Hut,"1711 W 2nd St Gillette, WY 82716 US",82716,44.464635,-105.695059,(307) 686-0360,Wyoming
Gillette,627 E. Boxelder Rd.,Pizza Hut,"627 E. Boxelder Rd. Gillette, WY 82718 US",82718,43.878837,-105.621622,(307) 682-8200,Wyoming
Green River,220 Uinta Drive,Pizza Hut,"220 Uinta Drive Green River, WY 82935 US",82935,41.688569,-109.664735,(307) 875-7885,Wyoming
Lander,670 E. Main,Pizza Hut,"670 E. Main Lander, WY 82520 US",82520,42.69917,-108.618598,(307) 332-6224,Wyoming
Laramie,1460 N 3rd St,Pizza Hut,"1460 N 3rd St Laramie, WY 82072 US",82072,41.414287,-105.477151,(307) 742-8118,Wyoming
Moorcroft,506 E Converse St.,Pizza Hut Express,"506 E Converse St. Coffee Cup Fuel Stop #5 Moorcroft Moorcroft, WY 82721 US",82721,44.481838,-104.916416,Not available,Wyoming
Mountain View,653 Hwy 414,Pizza Hut,"653 Hwy 414 Mountain View, WY 82939 US",82939,41.218918,-110.345571,(307) 782-6661,Wyoming
Newcastle,802 Seneca,Pizza Hut,"802 Seneca Newcastle, WY 82701 US",82701,43.711636,-104.433861,(307) 746-3507,Wyoming
